id,candidatePrefecture,election,electiondistrict,teisu,name,kana,gender,age,newcomer,continuecount,touseki,license,kokujibi,tohyobi,tousen,twitter,candidatedistrictblock,localcandidate,birthday,portal,candidatedistrict,image,hp,url,instagram,facebook,almaMater,detail
72,滋賀県,大津市議会議員選挙,,38,日隈　慈,ﾋｸﾞﾏ　ｲﾂｷ,男,34,新人,,有,公認,2023/4/16,2023/4/23,,itsukihiguma,,TRUE,,,滋賀県大津市,,,,,,,
73,滋賀県,大津市議会議員選挙,,38,草川　肇,ｸｻｶﾜ　ﾊｼﾞﾒ,男,63,現職,4,無,推薦,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県大津市,,,,,,,
74,滋賀県,大津市議会議員選挙,,38,嘉田　修平,ｶﾀﾞ　ｼｭｳﾍｲ,男,43,現職,2,無,推薦,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県大津市,,,,,,,
75,滋賀県,彦根市議会議員選挙,,24,矢吹　安子,ﾔﾌﾞｷ　ﾔｽｺ,女,76,現職,6,無,推薦,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県彦根市,,,,,,,
76,滋賀県,大津市議会議員選挙,,38,奥村　功,ｵｸﾑﾗ　ｲｻｵ,男,61,現職,5,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県大津市,,,,,,,
77,滋賀県,大津市議会議員選挙,,38,船本　力,ﾌﾅﾓﾄ　ﾂﾄﾑ,男,54,現職,4,有,推薦,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県大津市,,,,,,,
78,滋賀県,大津市議会議員選挙,,38,田中　知久,ﾀﾅｶ　ﾄﾓﾋｻ,男,51,現職,1,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,滋賀県大津市,,,,,,,
79,鹿児島県,鹿児島県議会議員選挙,鹿児島市・鹿児島郡区,17,森山　博行,ﾓﾘﾔﾏ　ﾋﾛﾕｷ,男,57,新人,,有,公認,2023/3/31,2023/4/9,,lpSaWpiOJwz6uqd,九州,TRUE,,,鹿児島県鹿児島市・鹿児島郡区,,,,,,,
80,秋田県,秋田市議会議員選挙,,36,鈴木　一正,ｽｽﾞｷ　ｶｽﾞﾏｻ,男,37,新人,,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,秋田県秋田市,,,,,,,
81,新潟県,胎内市議会議員選挙,,16,薄田　智,ｳｽﾀﾞｻﾄｼ,男,61,現職,4,有,推薦,2022/9/11,2022/9/18,◎,,北陸信越,FALSE,,,新潟県胎内市,,,,,,,
82,新潟県,新潟市議会議員選挙,秋葉区,5,小林　裕史,ｺﾊﾞﾔｼ　ﾋﾛﾌﾐ,男,45,新人,,有,推薦,2023/3/31,2023/4/9,,,北陸信越,TRUE,,,新潟県秋葉区,,,,,,,
83,新潟県,新潟県議会議員選挙,新潟市中央区,3,上杉　知之,ｳｴｽｷﾞ　ﾄﾓﾕｷ,男,53,現職,2,有,公認,2023/3/31,2023/4/9,,,北陸信越,TRUE,,,新潟県新潟市中央区,,,,,,,
84,新潟県,長岡市議会議員選挙,,34,三澤　寛人,ﾐｻﾜ　ﾋﾛﾄ,男,26,新人,,有,公認,2023/4/16,2023/4/23,,New__wind,北陸信越,TRUE,,〇,新潟県長岡市,,,,,,,
89,神奈川県,相模原市議会議員選挙,中央区,17,森　繁之,ﾓﾘ　ｼｹﾞﾕｷ,男,56,現,4,無,推薦,2023/3/31,2023/4/9,,,,TRUE,,,神奈川県中央区,,,,,,,
90,神奈川県,川崎市議会議員選挙,宮前区,9,茂野　真,ｼｹﾞﾉ　ﾏｺﾄ,男,39,新,,有,推薦,2023/3/31,2023/4/9,,,,TRUE,,,神奈川県宮前区,,,,,,,
91,神奈川県,横浜市議会議員選挙,旭区,6,小粥　康弘,ｺｶﾞﾕ　ﾔｽﾋﾛ,男,55,現職,5,有,公認,2023/3/31,2023/4/9,,yasuhirokogayu,南関東,TRUE,,,神奈川県旭区,,,,,,,
92,神奈川県,横浜市議会議員選挙,戸塚区,6,坂本　勝司,ｻｶﾓﾄ　ｶﾂｼﾞ,男,55,現職,3,有,公認,2023/3/31,2023/4/9,,gutsdego,南関東,TRUE,,,神奈川県戸塚区,,,,,,,
93,神奈川県,神奈川県議会議員選挙,横浜市戸塚区,4,後藤田　弥生,ｺﾞﾄｳﾀﾞ　ﾔﾖｲ,女,56,新人,,有,公認,2023/3/31,2023/4/9,,,南関東,TRUE,,,神奈川県横浜市戸塚区,,,,,,,
94,神奈川県,川崎市議会議員選挙,川崎区,9,林　敏夫,ﾊﾔｼ　ﾄｼｵ,男,58,現職,2,有,推薦,2023/3/31,2023/4/9,,,南関東,TRUE,,,神奈川県川崎区,,,,,,,
95,神奈川県,横浜市議会議員選挙,横浜市神奈川区,5,見矢木　素延,ﾐﾔｷﾞ　ｽｴﾝ,女,44,新人,,有,公認,2023/3/31,2023/4/9,,Miyagi_Suen,南関東,TRUE,,,神奈川県横浜市神奈川区,,,,,,,
96,神奈川県,神奈川県議会議員選挙,横浜市泉区,2,西岡　義高,ﾆｼｵｶ　ﾖｼﾀｶ,男,45,新人,,有,公認,2023/3/31,2023/4/9,,osunishiokades,南関東,TRUE,,,神奈川県横浜市泉区,,,,,,,
97,神奈川県,川崎市議会議員選挙,川崎市高津区,9,鈴木　明伸,ｽｽﾞｷ　ｱｷﾉﾌﾞ,男,48,新人,,有,公認,2023/3/31,2023/4/9,,akinobu593,南関東,TRUE,,,神奈川県川崎市高津区,,,,,,,
98,神奈川県,横浜市議会議員選挙,栄区,3,石渡　由紀夫,ｲｼﾜﾀ　ﾕｷｵ,男,59,元職,3,有,公認,2023/3/31,2023/4/9,,ishiwata_yukio,南関東,TRUE,,,神奈川県栄区,,,,,,,
99,神奈川県,神奈川県議会議員選挙,港南区,5,宮原　裕美,ﾐﾔﾊﾗ　ﾋﾛﾐ,女,56,新人,,有,公認,2023/3/31,2023/4/9,,miyahara_hiro,南関東,TRUE,,,神奈川県港南区,,,,,,,
100,神奈川県,横浜市議会議員選挙,都筑区,5,深作　祐衣,ﾌｶｻｸ　ﾕｲ,女,30,新人,,有,公認,2023/3/31,2023/4/9,,fukasakuyui,南関東,TRUE,,,神奈川県都筑区,,,,,,,
101,神奈川県,相模原市議会議員選挙,南区,18,松田　峰由紀,ﾏﾂﾀﾞ　ﾐﾈﾕｷ,男,44,新人,,有,公認,2023/3/31,2023/4/9,,matsudamineyuki,南関東,TRUE,,,神奈川県南区,,,,,,,
102,神奈川県,横浜市議会議員選挙,磯子区,4,二井　久美代,ﾌﾀｲ　ｸﾐﾖ,女,40,現職,1,有,推薦,2023/3/31,2023/4/9,,futaikumiyo,南関東,TRUE,,,神奈川県磯子区,,,,,,,
103,神奈川県,横浜市議会議員選挙,鶴見区,7,足立　秀樹,ｱﾀﾞﾁ　ﾋﾃﾞｷ,男,51,元職,1,有,公認,2023/3/31,2023/4/9,,hide_ytr,南関東,TRUE,,,神奈川県鶴見区,,,,,,,
104,神奈川県,相模原市議会議員選挙,緑区,11,神田　実穂,ｶﾝﾀﾞ　ﾐﾎ,女,50,新人,,有,公認,2023/3/31,2023/4/9,,KandaMihokms,南関東,TRUE,,,神奈川県緑区,,,,,,,
105,神奈川県,相模原市議会議員選挙,中央区,17,三須　城太郎,ﾐｽ　ｼﾞｮｳﾀﾛｳ,男,44,現職,1,無,推薦,2023/3/31,2023/4/9,,,南関東,TRUE,,,神奈川県中央区,,,,,,,
106,神奈川県,藤沢市議会議員選挙,,36,須田　一行,ｽﾀﾞ　ｶｽﾞﾕｷ,男,45,新人,,有,公認,2023/4/16,2023/4/23,,sudakazuyuki,南関東,TRUE,,,神奈川県藤沢市,,,,,,,
107,神奈川県,厚木市議会議員選挙,,28,濱添　桂輔,ﾊﾏｿﾞｴ　ｹｲｽｹ,男,42,新人,,有,公認,,（2023/07/31）,,Keisuke_Hamazoe,南関東,TRUE,,,神奈川県厚木市,,,,,,,
108,静岡県,焼津市議会議員選挙,,21,岡田　光正,ｵｶﾀﾞ　ﾐﾂﾏｻ,男,69,現職,3,有,推薦,2023/1/29,2023/2/5,◎,sizuoka35bank,東海,FALSE,,〇,静岡県焼津市,,,,,,,
109,静岡県,浜松市議会議員選挙,南区,6,小名木　勇人,ｺﾅｷﾞｲｻﾄ,男,44,新人,,有,推薦,2023/3/31,2023/4/9,,isato_konagi,東海,TRUE,,〇,静岡県南区,https://new-kokumin.jp/wp-content/uploads/2022/10/d95784511884eae025a9c3e867694240-scaled.jpg,,,,,,
110,静岡県,静岡県議会議員選挙,静岡市清水区,4,中山　真珠,ﾅｶﾔﾏ　ｼﾝｼﾞｭ,女,27,新人,,有,公認,2023/3/31,2023/4/9,,shinju_nakayama,東海,TRUE,,〇,静岡県静岡市清水区,https://new-kokumin.jp/wp-content/uploads/2022/11/f9f1b7d6f06824717bfad3046a060539-e1670923332113.jpeg,,,,,,
111,石川県,金沢市議会議員選挙,,38,粟森　慨,ｱﾜﾓﾘ　ｶﾞｲ,男,52,現職,4,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,石川県金沢市,,,,,,,
112,千葉県,野田市議会議員選挙,,28,小椋　直樹,ｵｸﾞﾗ　ﾅｵｷ,男,57,現職,2,有,公認,2022/5/15,2022/5/22,◎,,,FALSE,,,千葉県野田市,,,,,,,
113,千葉県,八千代市議会議員選挙,,28,飛知和　真理子,ﾋﾁﾜ　ﾏﾘｺ,女,54,新人,,有,公認,2022/12/11,2022/12/18,◎,mariko_hichiwa,,FALSE,,,千葉県八千代市,,,,,,,
114,千葉県,千葉県議会議員選挙,野田市,2,榎本　怜,ｴﾉﾓﾄ　ﾚｲ,男,27,新人,,有,公認,2023/3/31,2023/4/9,,ReiEnomoto,,TRUE,,,千葉県野田市,,,,,,,
115,千葉県,千葉県議会議員選挙,成田市,2,橋本　幹彦,ﾊｼﾓﾄ　ﾐｷﾋｺ,男,26,新人,,有,推薦,2023/3/31,2023/4/9,,Hashimoto_Mkhk,,TRUE,,,千葉県成田市,,,,,,,
116,千葉県,千葉県議会議員選挙,千葉市稲毛区,2,天野　行雄,ｱﾏﾉ　ﾕｷｵ,男,62,現職,4,有,公認,2023/3/31,2023/4/9,,,,TRUE,,,千葉県千葉市稲毛区,,,,,,,
117,千葉県,流山市議会議員選挙,,28,藤井　俊行,ﾌｼﾞｲ　ﾄｼﾕｷ,男,62,現職,5,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,千葉県流山市,,,,,,,
118,千葉県,佐倉市議会議員選挙,,28,高木　大輔,ﾀｶｷﾞ　ﾀﾞｲｽｹ,男,51,現職,3,有,公認,2023/4/16,2023/4/23,,takagi_daisuke,,TRUE,,,千葉県佐倉市,,,,,,,
119,千葉県,船橋市議会議員選挙,,50,萩原　一樹,ﾊｷﾞﾜﾗ　ｶｽﾞｷ,男,28,新人,,有,公認,2023/4/16,2023/4/23,,KHagi_Funabashi,,TRUE,,,千葉県船橋市,,,,,,,
120,千葉県,印西市議会議員選挙,,22,都築　真理子,ﾂﾂﾞｷ　ﾏﾘｺ,女,54,新人,,有,公認,2023/4/16,2023/4/23,,inzai_mariko,,TRUE,,,千葉県印西市,,,,,,,
121,千葉県,市川市議会議員選挙,,42,石﨑　英幸,ｲｼｻﾞｷ　ﾋﾃﾞﾕｷ,男,53,元職,,有,公認,2023/4/16,2023/4/23,,h_ishizaki,,TRUE,,,千葉県市川市,,,,,,,
122,千葉県,佐倉市議会議員選挙,,28,橋本　直久,ﾊｼﾓﾄ　ﾅｵﾋｻ,男,58,新人,,有,推薦,2023/4/16,2023/4/23,,nh19911991,,TRUE,,,千葉県佐倉市,,,,,,,
123,千葉県,船橋市議会議員選挙,,50,中谷　綾乃,ﾅｶﾀﾆ　ｱﾔﾉ,女,52,新人,,有,公認,2023/4/16,2023/4/23,,nakataniayano,,TRUE,,,千葉県船橋市,,,,,,,
124,千葉県,浦安市議会議員選挙,,21,工藤　由紀子,ｸﾄﾞｳ　ﾕｷｺ,女,44,新人,,有,公認,2023/4/16,2023/4/23,,Yukiko_Kudo281,,TRUE,,,千葉県浦安市,,,,,,,
125,千葉県,市原市議会議員選挙,,32,吉田　峰行,ﾖｼﾀﾞ　ﾐﾈﾕｷ,男,48,現職,3,有,推薦,,（2023/06/15）,,,,TRUE,,,千葉県市原市,,,,,,,
126,大阪府,河内長野市議会議員選挙,,18,堀川　和彦,ﾎﾘｶﾜ　ｶｽﾞﾋﾛ,男,63,現職,3,無,推薦,2022/4/17,2022/4/24,◎,,,FALSE,,,大阪府河内長野市,,,,,,,
127,大阪府,豊中市議会議員選挙,,34,白岩　正三,ｼﾗｲﾜ　ｼｮｳｿﾞｳ,男,46,現職,3,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,大阪府豊中市,,,,,,,
128,大阪府,池田市議会議員選挙,,22,坂上　昭栄,ｻｶｶﾞﾐ　ｼｮｳｴｲ,男,48,現職,1,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,大阪府池田市,,,,,,,
129,大阪府,熊取町議会議員選挙,,14,坂上　昌史,ｻｶｳｴ　ﾏｻﾌﾐ,男,39,現職,2,有,公認,2023/4/18,2023/4/23,,SakaueMasafumi,,TRUE,,,大阪府熊取町,,,,,,,
130,大阪府,高槻市議会議員選挙,,34,吉尾　卓也,ﾖｼｵ　ﾀｸﾔ,男,52,新人,,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,大阪府高槻市,,,,,,,
131,大阪府,大阪狭山市議会議員選挙,,14,池永　裕樹,ｲｹﾅｶﾞ　ﾕｳｷ,男,35,新人,,有,公認,2023/4/16,2023/4/23,,ikenaga1987,,TRUE,,〇,大阪府大阪狭山市,,,,,,,
132,大分県,大分県議会議員選挙,大分市,13,福崎　智幸,ﾌｸｻﾞｷ　ﾄﾓﾕｷ,男,57,新人,,有,公認,2023/3/31,2023/4/9,,,九州,TRUE,,,大分県大分市,,,,,,,
133,大分県,大分県議会議員選挙,宇佐市,3,若山　雅敏,ﾜｶﾔﾏ　ﾏｻﾄｼ,男,63,新人,,無,推薦,2023/3/31,2023/4/9,,,,TRUE,,,大分県宇佐市,,,,,,,
134,長崎県,南島原市議会議員選挙,,19,末続　浩二郎,ｽｴﾂｸﾞ　ｺｳｼﾞﾛｳ,男,61,新人,,無,推薦,2022/6/5,2022/6/12,◎,,九州,FALSE,,,長崎県南島原市,,,,,,,
135,長崎県,長崎県議会議員選挙,長崎市,46,深堀　浩,ﾌｶﾎﾘ　ﾋﾛｼ,男,57,現職,3,有,公認,2023/3/31,2023/4/9,,,九州,TRUE,,,長崎県長崎市,,,,,,,
136,長崎県,長崎県議会議員選挙,諫早市,46,山口　初實,ﾔﾏｸﾞﾁ　ﾊﾂﾐ,男,74,現職,3,有,公認,2023/3/31,2023/4/9,,,九州,TRUE,,,長崎県諫早市,,,,,,,
137,長崎県,長崎県議会議員選挙,佐世保・北松浦郡,9,古川　洋介,ﾌﾙｶﾜ　ﾋﾛｽｹ,男,40,新人,,有,公認,2023/3/31,2023/4/9,,,九州,TRUE,,,長崎県佐世保・北松浦郡,,,,,,,
138,長崎県,長崎県議会議員選挙,東彼杵郡,1,城後　光,ｼﾞｮｳｺﾞ　ﾋｶﾙ,男,41,新人,,無,推薦,2023/3/31,2023/4/9,,,九州,TRUE,,,長崎県東彼杵郡,,,,,,,
139,長崎県,長崎県議会議員選挙,長崎市,14,中村　泰輔,ﾅｶﾑﾗ　ﾀｲｽｹ,男,42,現職,1,有,公認,2023/3/31,2023/4/9,,taisuke_nkmr,九州,TRUE,,,長崎県長崎市,,,,,,,
140,長崎県,長崎市議会議員選挙,,45,山口　喬之,ﾔﾏｸﾞﾁ　ﾀｶﾕｷ,男,28,新人,,有,公認,2023/4/16,2023/4/23,,takayuki_ngsk,九州,TRUE,,,長崎県長崎市,,,,,,,
141,長崎県,長崎市議会議員選挙,,45,中山　大,ﾅｶﾔﾏ　ﾀﾞｲ,男,45,新人,,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県長崎市,,,,,,,
142,長崎県,佐世保市議会議員選挙,,33,山下　隆良,ﾔﾏｼﾀ　ﾀｶﾖｼ,男,75,現職,7,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県佐世保市,,,,,,,
143,長崎県,佐世保市議会議員選挙,,33,小野原　茂,ｵﾉﾊﾗ　ｼｹﾞﾙ,男,72,現職,4,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県佐世保市,,,,,,,
144,長崎県,佐世保市議会議員選挙,,33,柴山　賢一,ｼﾊﾞﾔﾏ　ｹﾝｲﾁ,男,69,現職,4,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県佐世保市,,,,,,,
145,長崎県,佐世保市議会議員選挙,,33,久野　秀敏,ﾋｻﾉ　ﾋﾃﾞﾄｼ,男,50,現職,3,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県佐世保市,,,,,,,
146,長崎県,長崎市議会議員選挙,,40,五輪　清隆,ｲﾂﾜ　ｷﾖﾀｶ,男,66,現職,5,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県長崎市,,,,,,,
147,長崎県,長崎市議会議員選挙,,40,井上　重久,ｲﾉｳｴ　ｼｹﾞﾋｻ,男,68,現職,4,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県長崎市,,,,,,,
148,長崎県,長崎市議会議員選挙,,40,梅原　和喜,ｳﾒﾊﾗ　ｶｽﾞｷ,男,67,現職,3,有,公認,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県長崎市,,,,,,,
149,長崎県,長与町議会議員選挙,,16,西田　健,ﾆｼﾀﾞ　ﾀｹｼ,男,68,現職,1,有,公認,2023/4/18,2023/4/23,,,九州,TRUE,,,長崎県長与町,,,,,,,
150,長崎県,時津町議会議員選挙,,16,山口　一三,ﾔﾏｸﾞﾁ　ｶｽﾞﾐ,男,71,現職,3,有,公認,2023/4/18,2023/4/23,,,九州,TRUE,,,長崎県時津町,,,,,,,
151,長崎県,長崎市議会議員選挙,,40,木森　俊也,ｷﾓﾘ　ﾄｼﾔ,男,57,現職,2,無,推薦,2023/4/16,2023/4/23,,,九州,TRUE,,,長崎県長崎市,,,,,,,
152,島根県,島根県議会議員選挙,松江市,11,岩田　浩岳,ｲﾜﾀ　ﾋﾛﾀｶ,男,46,現職,3,有,公認,2023/3/31,2023/4/9,,,中国,TRUE,,,島根県松江市,,,,,,,
153,東京都,立川市議会議員選挙,,28,大石　冨巳夫,ｵｵｲｼ　ﾌﾐｵ,男,62,現職,4,有,公認,2022/6/12,2022/6/19,◎,,東京,FALSE,,,東京都立川市,,,,,,,
154,東京都,西東京市議会議員選挙,,28,鈴木　佑馬,ｽｽﾞｷ　ﾕｳﾏ,男,36,新人,,有,公認,2022/12/18,2022/12/25,◎,suzuki_yuma1009,東京,FALSE,,,東京都西東京市,,,,,,,
155,東京都,港区議会議員選挙,,34,七戸　淳,ｼﾁﾉﾍ　ｼﾞｭﾝ,男,62,現職,5,有,公認,2023/4/16,2023/4/23,,jun_shichinohe,東京,TRUE,,,東京都港区,,,,,,,
156,東京都,港区議会議員選挙,,34,榎本　あゆみ,ｴﾉﾓﾄ　ｱﾕﾐ,女,39,現職,2,有,公認,2023/4/16,2023/4/23,,enoayu_minato,東京,TRUE,,,東京都港区,,,,,,,
157,東京都,港区議会議員選挙,,34,石渡　幸子,ｲｼﾜﾀﾘ　ﾕｷｺ,女,53,現職,1,有,公認,2023/4/16,2023/4/23,,y_ishiwatari,東京,TRUE,,,東京都港区,,,,,,,
158,東京都,文京区議会議員選挙,,34,高山　泰三,ﾀｶﾔﾏ　ﾀｲｿﾞｳ,男,45,現職,5,有,公認,2023/4/16,2023/4/23,,bunkyotaizo,東京,TRUE,,,東京都文京区,,,,,,,
159,東京都,目黒区議会議員選挙,,36,吉野　正人,ﾖｼﾉ　ﾏｻﾄ,男,56,現職,3,有,推薦,2023/4/16,2023/4/23,,yoshinomasato,東京,TRUE,,,東京都目黒区,,,,,,,
160,東京都,世田谷区議会議員選挙,,50,阿部　力也,ｱﾍﾞ　ﾘｷﾔ,男,59,現職,6,有,公認,2023/4/16,2023/4/23,,abe_rikiya,東京,TRUE,,,東京都世田谷区,,,,,,,
161,東京都,練馬区議会議員選挙,,50,石黒　達男,ｲｼｸﾞﾛ　ﾀﾂｵ,男,47,現職,3,有,公認,2023/4/16,2023/4/23,,ishiguronerima,東京,TRUE,,,東京都練馬区,,,,,,,
162,東京都,板橋区議会議員選挙,,46,高沢　一基,ﾀｶｻﾞﾜ　ｶｽﾞﾓﾄ,男,47,現職,3,有,公認,2023/4/16,2023/4/23,,takazawa1,東京,TRUE,,,東京都板橋区,,,,,,,
163,東京都,江東区議会議員選挙,,44,二瓶　文隆,ﾆﾍｲ　ﾌﾐﾀｶ,男,63,現職,1,有,公認,2023/4/16,2023/4/23,,NiheiFumitaka,東京,TRUE,,,東京都江東区,,,,,,,
164,東京都,八王子市議会議員選挙,,40,伊藤　忠之,ｲﾄｳ　ﾀﾀﾞﾕｷ,男,51,現職,4,有,推薦,2023/4/16,2023/4/23,,tadayuki802,東京,TRUE,,,東京都八王子市,,,,,,,
165,東京都,調布市議会議員選挙,,28,山根　洋平,ﾔﾏﾈ　ﾖｳﾍｲ,男,38,新人,,有,公認,2023/4/16,2023/4/23,,YamaneYohei,東京,TRUE,,,東京都調布市,,,,,,,
166,東京都,目黒区議会議員選挙,,36,坂元　悠紀,ｻｶﾓﾄ　ﾕｳｷ,男,41,新人,,有,公認,2023/4/16,2023/4/23,,rurukisakamoto,東京,TRUE,,,東京都目黒区,,,,,,,
167,東京都,千代田区議会議員選挙,,25,田中　エリカ,ﾀﾅｶ　ｴﾘｶ,女,55,新人,,有,公認,2023/4/16,2023/4/23,,_tanakaerika_,東京,TRUE,,,東京都千代田区,,,,,,,
168,東京都,荒川区議会議員選挙,,32,大月　健弘,ｵｵﾂｷ　ﾀｹﾋﾛ,男,57,新人,,有,公認,2023/4/16,2023/4/23,,,東京,TRUE,,,東京都荒川区,,,,,,,
169,東京都,東久留米市議会議員選挙,,22,岩崎　明子,ｲﾜｻｷ　ｻﾔｺ,女,51,新人,,有,公認,2023/4/16,2023/4/23,,IwasakiIwamo,東京,TRUE,,,東京都東久留米市,,,,,,,
170,東京都,世田谷区議会議員選挙,,50,石原　誠二,ｲｼﾊﾗ　ｾｲｼﾞ,男,56,新人,,有,公認,2023/4/16,2023/4/23,,,東京,TRUE,,,東京都世田谷区,,,,,,,
171,東京都,江戸川区議会議員選挙,,44,中野　遍理,ﾅｶﾉ　ﾍﾝﾘ,男,32,新人,,有,公認,2023/4/16,2023/4/23,,Henry66239746,東京,TRUE,,,東京都江戸川区,,,,,,,
172,東京都,杉並区議会議員選挙,,48,安斎　昭,ｱﾝｻﾞｲ　ｱｷﾗ,男,54,現職,4,有,推薦,2023/4/16,2023/4/23,,,東京,TRUE,,,東京都杉並区,,,,,,,
173,東京都,青梅市議会議員選挙,,24,片谷　洋夫,ｶﾀﾔ　ﾋﾛｵ,男,47,現職,3,有,推薦,2023/4/16,2023/4/23,,HirooKataya,東京,TRUE,,,東京都青梅市,,,,,,,
174,東京都,江東区議会議員選挙,,44,徳永　雅博,ﾄｸﾅｶﾞ　ﾏｻﾋﾛ,男,61,現職,5,有,推薦,2023/4/16,2023/4/23,,,東京,TRUE,,,東京都江東区,,,,,,,
175,東京都,台東区議会議員選挙,,32,大貫　はなこ,ｵｵﾇｷ　ﾊﾅｺ,女,31,新人,,有,公認,2023/4/16,2023/4/23,,hanako_onuki,東京,TRUE,,,東京都台東区,,,,,,,
176,東京都,豊島区議会議員選挙,,36,原田　崇企,ﾊﾗﾀﾞ　ﾀｶｷ,男,31,新人,,有,公認,2023/4/16,2023/4/23,,harada_tsm22,東京,TRUE,,,東京都豊島区,,,,,,,
177,東京都,東大和市議会議員選挙,,22,石田　昭太朗,ｲｼﾀﾞ　ｼｮｳﾀﾛｳ,男,25,新人,,有,公認,2023/4/16,2023/4/23,,25_ishida,東京,TRUE,,,東京都東大和市,,,,,,,
178,東京都,新宿区議会議員選挙,,38,金久保　奈々子,ｶﾅｸﾎﾞ　ﾅﾅｺ,女,53,新人,,有,公認,2023/4/16,2023/4/23,,Naxako75,東京,TRUE,,,東京都新宿区,,,,,,,
179,東京都,大田区議会議員選挙,,50,徳山　麗子,ﾄｸﾔﾏ　ﾚｲｺ,女,47,新人,,有,公認,2023/4/16,2023/4/23,,reikotokuyama,東京,TRUE,,,東京都大田区,,,,,,,
180,東京都,大田区議会議員選挙,,50,石里　篤矢,ｲｼｻﾞﾄ　ｱﾂﾔ,男,26,新人,,有,公認,2023/4/16,2023/4/23,,ATSUYA_SEIJI,東京,TRUE,,,東京都大田区,,,,,,,
181,東京都,墨田区議会議員選挙,,32,長南　貴則,ﾁｮｳﾅﾝ　ﾀｶﾉﾘ,男,37,新人,,有,公認,2023/4/16,2023/4/23,,Takanori_Chonan,東京,TRUE,,,東京都墨田区,,,,,,,
182,東京都,中野区議会議員選挙,,42,猪爪　正太,ｲﾉﾂﾒ　ｼｮｳﾀ,男,25,新人,,有,公認,2023/4/16,2023/4/23,,shota_inotsume,東京,TRUE,,,東京都中野区,,,,,,,
183,東京都,北区議会議員選挙,,40,濱田　知明,ﾊﾏﾀﾞ　ﾄﾓｱｷ,男,43,新人,,有,公認,2023/4/16,2023/4/23,,kokuminhodo,東京,TRUE,,,東京都北区,,,,,,,
184,東京都,渋谷区議会議員選挙,,34,桒水流　弓紀子,ｸﾜｽﾞﾙ　ﾕｷｺ,女,35,新人,,有,公認,2023/4/16,2023/4/23,,nadeshiko1000,東京,TRUE,,,東京都渋谷区,,,,,,,
185,東京都,三鷹市議会議員選挙,,28,坂本　雅彦,ｻｶﾓﾄ　ﾏｻﾋｺ,男,51,新人,,有,公認,2023/4/16,2023/4/23,,msakamoto1971,東京,TRUE,,,東京都三鷹市,,,,,,,
186,東京都,中央区議会議員選挙,,30,渡部　恵子,ﾜﾀﾅﾍﾞ　ｹｲｺ,女,58,現職,3,有,公認,2023/4/16,2023/4/23,,,東京,TRUE,,,東京都中央区,,,,,,,
187,東京都,品川区議会議員選挙,,40,石田　慎吾,ｲｼﾀﾞ　ｼﾝｺﾞ,男,43,元職,3,有,公認,2023/4/16,2023/4/23,,Ishida_shingo51,東京,TRUE,,,東京都品川区,,,,,,,
188,東京都,足立区議会議員選挙,,45,長谷川　貴子,ﾊｾｶﾞﾜ　ﾀｶｺ,女,49,現職,4,有,公認,,（2023/05/25）,,,東京,TRUE,,,東京都足立区,,,,,,,
189,栃木県,壬生町議会議員選挙,,16,落合　誠記,ｵﾁｱｲ　ｾｲｷ,男,58,現職,5,有,公認,2022/3/22,2022/3/27,◎,,,FALSE,,,栃木県壬生町,,,,,,,
190,栃木県,宇都宮市議会議員選挙,,45,駒場　昭夫,ｺﾏﾊﾞ　ｱｷｵ,男,63,現職,4,有,公認,2023/4/16,2023/4/23,,,,TRUE,,,栃木県宇都宮市,,,,,,,
191,栃木県,小山市議会議員選挙,,30,山野井　孝,ﾔﾏﾉｲ　ﾀｶｼ,男,62,現職,5,有,推薦,2023/4/16,2023/4/23,,,,TRUE,,,栃木県小山市,,,,,,,
192,奈良県,大和郡山市議会議員選挙,,20,林　浩史　,ﾊﾔｼ　ﾋﾛﾌﾐ,男,60,現職,4,無,推薦,2023/4/16,2023/4/23,,,,TRUE,,,奈良県大和郡山市,,,,,,,
193,福井県,坂井市議会議員選挙,,24,川畑　孝治,ｶﾜﾊﾞﾀ　ﾀｶﾊﾙ,男,65,現職,4,有,推薦,2022/4/10,2022/4/17,◎,,,FALSE,,,福井県坂井市,,,,,,,
